Ensembl	EntrezGene
AT5G12080-TAIR-G	831081
AT5G12090-TAIR-G	831082
AT5G12100-TAIR-G	831083
AT5G12110-TAIR-G	831084
AT5G12120-TAIR-G	831085
AT5G12130-TAIR-G	831086
AT5G12140-TAIR-G	831087
AT5G12150-TAIR-G	831088
AT5G12170-TAIR-G	831090
AT5G12180-TAIR-G	831091
AT5G12190-TAIR-G	831092
AT5G12200-TAIR-G	831093
AT5G12210-TAIR-G	831094
AT5G12220-TAIR-G	831096
AT5G12230-TAIR-G	831097
AT5G12235-TAIR-G	831098
AT5G12236-TAIR-G	6240629
AT5G12240-TAIR-G	831099
AT5G12250-TAIR-G	831100
AT5G12260-TAIR-G	831101
AT5G12270-TAIR-G	831102
AT5G12280-TAIR-G	831103
AT5G12290-TAIR-G	831104
AT5G12300-TAIR-G	831105
AT5G12310-TAIR-G	831106
AT5G12320-TAIR-G	831107
AT5G12323-TAIR-G	6240742
AT5G12330-TAIR-G	831108
AT5G12340-TAIR-G	831109
AT5G12350-TAIR-G	831110
AT5G12360-TAIR-G	831111
AT5G12370-TAIR-G	831112
AT5G12380-TAIR-G	831113
AT5G12390-TAIR-G	831114
AT5G12400-TAIR-G	831115
AT5G12410-TAIR-G	831116
AT5G12420-TAIR-G	831117
AT5G12430-TAIR-G	831118
AT5G12440-TAIR-G	831119
AT5G12450-TAIR-G	831120
AT5G12460-TAIR-G	831121
AT5G12470-TAIR-G	831122
AT5G12480-TAIR-G	831123
AT5G12840-TAIR-G	831124
AT5G12850-TAIR-G	831125
AT5G12860-TAIR-G	831126
AT5G12870-TAIR-G	831127
AT5G12880-TAIR-G	831128
AT5G12890-TAIR-G	831129
AT5G12900-TAIR-G	831130
AT5G12910-TAIR-G	831131
AT5G12920-TAIR-G	831132
AT5G12930-TAIR-G	831133
AT5G12940-TAIR-G	831134
AT5G12950-TAIR-G	831135
AT5G12960-TAIR-G	831136
AT5G12970-TAIR-G	831137
AT5G12980-TAIR-G	831138
AT5G12990-TAIR-G	831139
AT5G13000-TAIR-G	831140
AT5G13010-TAIR-G	831141
AT5G13020-TAIR-G	831142
AT5G13030-TAIR-G	831143
AT5G13050-TAIR-G	831144
AT5G13060-TAIR-G	831145
AT5G13070-TAIR-G	831146
AT5G13080-TAIR-G	831147
AT5G13090-TAIR-G	831148
AT5G13100-TAIR-G	831149
AT5G13110-TAIR-G	831150
AT5G13120-TAIR-G	831151
AT5G13130-TAIR-G	831152
AT5G13140-TAIR-G	831153
AT5G13150-TAIR-G	831154
AT5G13160-TAIR-G	831155
AT5G13170-TAIR-G	831156
AT5G13180-TAIR-G	831157
AT5G13181-TAIR-G	6241502
AT5G13190-TAIR-G	831158
AT5G13200-TAIR-G	831159
AT5G13210-TAIR-G	831161
AT5G13220-TAIR-G	831162
AT5G13230-TAIR-G	831163
AT5G13240-TAIR-G	831164
AT5G13250-TAIR-G	831165
AT5G13260-TAIR-G	831167
AT5G13270-TAIR-G	831168
AT5G13280-TAIR-G	831169
AT5G13290-TAIR-G	831170
AT5G13300-TAIR-G	831171
AT5G13310-TAIR-G	831172
AT5G13320-TAIR-G	831173
AT5G13330-TAIR-G	831174
AT5G13340-TAIR-G	831175
AT5G13350-TAIR-G	831176
AT5G13360-TAIR-G	831177
AT5G13370-TAIR-G	831178
AT5G13380-TAIR-G	831179
AT5G13390-TAIR-G	831180
AT5G13400-TAIR-G	831181
AT5G13410-TAIR-G	831182
AT5G13420-TAIR-G	831183
AT5G13430-TAIR-G	831184
AT5G13440-TAIR-G	831185
AT5G13450-TAIR-G	831186
AT5G13460-TAIR-G	831188
AT5G13470-TAIR-G	831189
AT5G13480-TAIR-G	831191
AT5G13490-TAIR-G	831193
AT5G13500-TAIR-G	831194
AT5G13510-TAIR-G	831195
AT5G13520-TAIR-G	831196
AT5G13530-TAIR-G	831197
AT5G13550-TAIR-G	831199
AT5G13560-TAIR-G	831200
AT5G13570-TAIR-G	831201
AT5G13580-TAIR-G	831202
AT5G13590-TAIR-G	831203
AT5G13600-TAIR-G	831204
AT5G13610-TAIR-G	831205
AT5G13620-TAIR-G	831206
AT5G13630-TAIR-G	831207
AT5G13640-TAIR-G	831208
AT5G13650-TAIR-G	831209
AT5G13660-TAIR-G	831211
AT5G13670-TAIR-G	831212
AT5G13680-TAIR-G	831213
AT5G13690-TAIR-G	831214
AT5G13700-TAIR-G	831215
AT5G13710-TAIR-G	831216
AT5G13720-TAIR-G	831217
AT5G13730-TAIR-G	831218
AT5G13740-TAIR-G	831219
AT5G13750-TAIR-G	831220
AT5G13760-TAIR-G	831221
AT5G13770-TAIR-G	831222
AT5G13780-TAIR-G	831223
AT5G13790-TAIR-G	831224
AT5G13800-TAIR-G	831225
AT5G13810-TAIR-G	831226
AT5G13820-TAIR-G	831227
AT5G13825-TAIR-G	831228
AT5G13830-TAIR-G	831229
AT5G13840-TAIR-G	831230
AT5G13850-TAIR-G	831231
AT5G13860-TAIR-G	831232
AT5G13870-TAIR-G	831233
AT5G13880-TAIR-G	831235
AT5G13890-TAIR-G	831236
AT5G13900-TAIR-G	831237
AT5G13910-TAIR-G	831238
AT5G13917-TAIR-G	6240498
AT5G13920-TAIR-G	831239
AT5G13930-TAIR-G	831241
AT5G13940-TAIR-G	831242
AT5G13950-TAIR-G	831243
AT5G13960-TAIR-G	831244
AT5G13970-TAIR-G	831245
AT5G13980-TAIR-G	831246
AT5G13990-TAIR-G	831247
AT5G14000-TAIR-G	831248
AT5G14010-TAIR-G	831249
AT5G14011-TAIR-G	6240853
AT5G14020-TAIR-G	831250
AT5G14030-TAIR-G	831251
AT5G14040-TAIR-G	831252
AT5G14050-TAIR-G	831254
AT5G14060-TAIR-G	831255
AT5G14070-TAIR-G	831256
AT5G14080-TAIR-G	831257
AT5G14090-TAIR-G	831258
AT5G14100-TAIR-G	831259
AT5G14105-TAIR-G	831260
AT5G14110-TAIR-G	831261
AT5G14120-TAIR-G	831262
AT5G14130-TAIR-G	831263
AT5G14140-TAIR-G	831264
AT5G14150-TAIR-G	831265
AT5G14160-TAIR-G	831266
AT5G14170-TAIR-G	831267
AT5G14180-TAIR-G	831268
AT5G14200-TAIR-G	831270
AT5G14210-TAIR-G	831271
AT5G14220-TAIR-G	831272
AT5G14230-TAIR-G	831273
AT5G14240-TAIR-G	831274
AT5G14250-TAIR-G	831275
AT5G14260-TAIR-G	831276
AT5G14270-TAIR-G	831277
AT5G14280-TAIR-G	831278
AT5G14290-TAIR-G	831279
AT5G14300-TAIR-G	831280
AT5G14310-TAIR-G	831281
AT5G14320-TAIR-G	831282
AT5G14330-TAIR-G	831283
AT5G14340-TAIR-G	831284
AT5G14345-TAIR-G	5008209
AT5G14350-TAIR-G	831286
AT5G14360-TAIR-G	831287
AT5G14370-TAIR-G	831288
AT5G14380-TAIR-G	831289
AT5G14390-TAIR-G	831290
AT5G14400-TAIR-G	831291
AT5G14410-TAIR-G	831292
AT5G14420-TAIR-G	831293
AT5G14430-TAIR-G	831294
AT5G14440-TAIR-G	831295
AT5G14450-TAIR-G	831296
AT5G14460-TAIR-G	831297
AT5G14470-TAIR-G	831298
AT5G14480-TAIR-G	831299
AT5G14490-TAIR-G	831300
AT5G14500-TAIR-G	831301
AT5G14510-TAIR-G	831302
AT5G14520-TAIR-G	831303
AT5G14530-TAIR-G	831304
AT5G14540-TAIR-G	831305
AT5G14550-TAIR-G	831306
AT5G14560-TAIR-G	831307
AT5G14570-TAIR-G	831308
AT5G14580-TAIR-G	831309
AT5G14590-TAIR-G	831311
AT5G14600-TAIR-G	831312
AT5G14602-TAIR-G	6240992
AT5G14610-TAIR-G	831313
AT5G14620-TAIR-G	831315
AT5G14640-TAIR-G	831316
AT5G14650-TAIR-G	831317
AT5G14660-TAIR-G	831318
AT5G14670-TAIR-G	831319
AT5G14680-TAIR-G	831320
AT5G14690-TAIR-G	831321
AT5G14700-TAIR-G	831322
AT5G14710-TAIR-G	831323
AT5G14720-TAIR-G	831324
AT5G14730-TAIR-G	831325
AT5G14740-TAIR-G	831326
AT5G14750-TAIR-G	831327
AT5G14760-TAIR-G	831328
AT5G14770-TAIR-G	831329
AT5G14780-TAIR-G	831330
AT5G14790-TAIR-G	831331
AT5G14800-TAIR-G	831332
AT5G14820-TAIR-G	831334
AT5G14850-TAIR-G	831337
AT5G14860-TAIR-G	831338
AT5G14870-TAIR-G	831339
AT5G14880-TAIR-G	831340
AT5G14890-TAIR-G	831341
AT5G14900-TAIR-G	831342
AT5G14910-TAIR-G	831343
AT5G14920-TAIR-G	831344
AT5G14930-TAIR-G	831345
AT5G14940-TAIR-G	831346
AT5G14950-TAIR-G	831347
AT5G14960-TAIR-G	831348
AT5G14970-TAIR-G	831349
AT5G14980-TAIR-G	831350
AT5G14990-TAIR-G	831351
AT5G14995-TAIR-G	5008212
AT5G15000-TAIR-G	831352
AT5G15008-TAIR-G	6240278
AT5G15010-TAIR-G	831353
AT5G15020-TAIR-G	831354
AT5G15030-TAIR-G	831355
AT5G15040-TAIR-G	831356
AT5G15050-TAIR-G	831357
AT5G15060-TAIR-G	831358
AT5G15070-TAIR-G	831359
AT5G15080-TAIR-G	831360
AT5G15090-TAIR-G	831361
AT5G15100-TAIR-G	831362
AT5G15110-TAIR-G	831363
AT5G15120-TAIR-G	831364
AT5G15130-TAIR-G	831365
AT5G15140-TAIR-G	831366
AT5G15150-TAIR-G	831367
AT5G15160-TAIR-G	831368
AT5G15170-TAIR-G	831369
AT5G15180-TAIR-G	831370
AT5G15190-TAIR-G	831371
AT5G15200-TAIR-G	831372
AT5G15210-TAIR-G	831373
AT5G15220-TAIR-G	831374
AT5G15230-TAIR-G	831375
AT5G15240-TAIR-G	831376
AT5G15250-TAIR-G	831377
AT5G15254-TAIR-G	6240829
AT5G15260-TAIR-G	831378
AT5G15265-TAIR-G	5008213
AT5G15270-TAIR-G	831379
AT5G15280-TAIR-G	831380
AT5G15290-TAIR-G	831381
AT5G15300-TAIR-G	831382
AT5G15310-TAIR-G	831383
AT5G15320-TAIR-G	831384
AT5G15330-TAIR-G	831385
AT5G15340-TAIR-G	831386
AT5G15350-TAIR-G	831387
AT5G15360-TAIR-G	831388
AT5G15380-TAIR-G	831390
AT5G15390-TAIR-G	831391
AT5G15400-TAIR-G	831392
AT5G15410-TAIR-G	831393
AT5G15420-TAIR-G	831394
AT5G15430-TAIR-G	831395
AT5G15440-TAIR-G	831397
AT5G15450-TAIR-G	831398
AT5G15460-TAIR-G	831399
AT5G15470-TAIR-G	831400
AT5G15480-TAIR-G	831401
AT5G15490-TAIR-G	831402
AT5G15500-TAIR-G	831403
AT5G15510-TAIR-G	831404
AT5G15520-TAIR-G	831405
AT5G15530-TAIR-G	831406
AT5G15540-TAIR-G	831407
AT5G15550-TAIR-G	831408
AT5G15560-TAIR-G	831409
AT5G15570-TAIR-G	831410
AT5G15580-TAIR-G	831411
AT5G15581-TAIR-G	6241099
AT5G15600-TAIR-G	831412
AT5G15610-TAIR-G	831413
AT5G15620-TAIR-G	831416
AT5G15630-TAIR-G	831417
AT5G15640-TAIR-G	831418
AT5G15650-TAIR-G	831419
AT5G15660-TAIR-G	831420
AT5G15670-TAIR-G	831421
AT5G15680-TAIR-G	831422
AT5G15690-TAIR-G	831423
AT5G15700-TAIR-G	831424
AT5G15710-TAIR-G	831425
AT5G15720-TAIR-G	831427
AT5G15725-TAIR-G	831428
AT5G15730-TAIR-G	831429
AT5G15740-TAIR-G	831430
AT5G15750-TAIR-G	831431
AT5G15760-TAIR-G	831432
AT5G15770-TAIR-G	831433
AT5G15780-TAIR-G	831434
AT5G15790-TAIR-G	831435
AT5G15800-TAIR-G	831436
AT5G15802-TAIR-G	831437
AT5G15810-TAIR-G	831438
AT5G15820-TAIR-G	831439
AT5G15830-TAIR-G	831440
AT5G15840-TAIR-G	831441
AT5G15850-TAIR-G	831442
AT5G15853-TAIR-G	6241288
AT5G15860-TAIR-G	831443
AT5G15870-TAIR-G	831444
AT5G15880-TAIR-G	831445
AT5G15890-TAIR-G	831446
AT5G15900-TAIR-G	831447
AT5G15910-TAIR-G	831448
AT5G15920-TAIR-G	831449
AT5G15930-TAIR-G	831450
AT5G15940-TAIR-G	831451
AT5G15948-TAIR-G	6240908
AT5G15950-TAIR-G	831452
AT5G15960-TAIR-G	831453
AT5G15970-TAIR-G	831454
AT5G15980-TAIR-G	831455
AT5G16000-TAIR-G	831457
AT5G16010-TAIR-G	831458
AT5G16020-TAIR-G	831459
AT5G16023-TAIR-G	5008214
AT5G16030-TAIR-G	831460
AT5G16040-TAIR-G	831461
AT5G16050-TAIR-G	831462
AT5G16060-TAIR-G	831463
AT5G16070-TAIR-G	831464
AT5G16080-TAIR-G	831465
AT5G16090-TAIR-G	831466
AT5G16100-TAIR-G	831467
AT5G16110-TAIR-G	831468
AT5G16120-TAIR-G	831469
AT5G16130-TAIR-G	831470
AT5G16140-TAIR-G	831471
AT5G16150-TAIR-G	831472
AT5G16160-TAIR-G	831474
AT5G16170-TAIR-G	831475
AT5G16180-TAIR-G	831476
AT5G16190-TAIR-G	831477
AT5G16200-TAIR-G	831478
AT5G16210-TAIR-G	831480
AT5G16220-TAIR-G	831481
AT5G16230-TAIR-G	831483
AT5G16240-TAIR-G	831484
AT5G16250-TAIR-G	831485
AT5G16260-TAIR-G	831486
AT5G16270-TAIR-G	831487
AT5G16280-TAIR-G	831488
AT5G16285-TAIR-G	831489
AT5G16286-TAIR-G	6241050
AT5G16290-TAIR-G	831490
AT5G16300-TAIR-G	831491
AT5G16310-TAIR-G	831492
AT5G16320-TAIR-G	831493
AT5G16330-TAIR-G	831494
AT5G16340-TAIR-G	831495
AT5G16350-TAIR-G	831496
AT5G16360-TAIR-G	831497
AT5G16370-TAIR-G	831498
AT5G16380-TAIR-G	831499
AT5G16390-TAIR-G	831500
AT5G16400-TAIR-G	831501
AT5G16410-TAIR-G	831502
AT5G16420-TAIR-G	831503
AT5G16430-TAIR-G	831504
AT5G16440-TAIR-G	831505
AT5G16450-TAIR-G	831506
AT5G16453-TAIR-G	3770636
AT5G16460-TAIR-G	831507
AT5G16470-TAIR-G	831508
AT5G16480-TAIR-G	831509
AT5G16486-TAIR-G	3770625
AT5G16490-TAIR-G	831510
AT5G16500-TAIR-G	831511
AT5G16510-TAIR-G	831513
AT5G16520-TAIR-G	831514
AT5G16530-TAIR-G	831515
AT5G16540-TAIR-G	831516
AT5G16550-TAIR-G	831517
AT5G16560-TAIR-G	831518
AT5G16567-TAIR-G	6240540
AT5G16570-TAIR-G	831519
AT5G16580-TAIR-G	831520
AT5G16590-TAIR-G	831521
AT5G16600-TAIR-G	831522
AT5G16610-TAIR-G	831523
AT5G16620-TAIR-G	831524
AT5G16630-TAIR-G	831525
AT5G16640-TAIR-G	831526
AT5G16650-TAIR-G	831527
AT5G16660-TAIR-G	831528
AT5G16680-TAIR-G	831529
AT5G16690-TAIR-G	831530
AT5G16700-TAIR-G	831531
AT5G16710-TAIR-G	831532
AT5G16715-TAIR-G	831533
AT5G16720-TAIR-G	831534
AT5G16730-TAIR-G	831536
AT5G16740-TAIR-G	831537
AT5G16750-TAIR-G	831538
AT5G16760-TAIR-G	831539
AT5G16770-TAIR-G	831540
AT5G16780-TAIR-G	831541
AT5G16790-TAIR-G	831542
AT5G16800-TAIR-G	831543
AT5G16810-TAIR-G	831544
AT5G16820-TAIR-G	831545
AT5G16830-TAIR-G	831546
AT5G16840-TAIR-G	831547
AT5G16850-TAIR-G	831548
AT5G16860-TAIR-G	831549
AT5G16870-TAIR-G	831550
AT5G16880-TAIR-G	831551
AT5G16890-TAIR-G	831552
AT5G16900-TAIR-G	831553
AT5G16910-TAIR-G	831554
AT5G16920-TAIR-G	831555
AT5G16930-TAIR-G	831556
AT5G16940-TAIR-G	831557
AT5G16950-TAIR-G	831558
AT5G16960-TAIR-G	831559
AT5G16970-TAIR-G	831560
AT5G16980-TAIR-G	831561
AT5G16990-TAIR-G	831562
AT5G17000-TAIR-G	831563
AT5G17010-TAIR-G	831564
AT5G17020-TAIR-G	831565
AT5G17030-TAIR-G	831566
AT5G17040-TAIR-G	831567
AT5G17050-TAIR-G	831568
AT5G17060-TAIR-G	831569
AT5G17070-TAIR-G	831570
AT5G17073-TAIR-G	6240685
AT5G17080-TAIR-G	831571
AT5G17090-TAIR-G	831572
AT5G17100-TAIR-G	831573
AT5G17110-TAIR-G	831574
AT5G17120-TAIR-G	831575
AT5G17130-TAIR-G	831577
AT5G17140-TAIR-G	831578
AT5G17150-TAIR-G	831579
AT5G17160-TAIR-G	831580
AT5G17165-TAIR-G	5008216
AT5G17170-TAIR-G	831581
AT5G17180-TAIR-G	831582
AT5G17190-TAIR-G	831583
AT5G17200-TAIR-G	831584
AT5G17210-TAIR-G	831585
AT5G17220-TAIR-G	831586
AT5G17230-TAIR-G	831587
AT5G17233-TAIR-G	6240767
AT5G17240-TAIR-G	831588
AT5G17250-TAIR-G	831589
AT5G17260-TAIR-G	831591
AT5G17262-TAIR-G	6241322
AT5G17270-TAIR-G	831592
AT5G17280-TAIR-G	831593
AT5G17290-TAIR-G	831594
AT5G17300-TAIR-G	831595
AT5G17310-TAIR-G	831596
AT5G17320-TAIR-G	831598
AT5G17330-TAIR-G	831599
AT5G17340-TAIR-G	831600
AT5G17350-TAIR-G	831601
AT5G17360-TAIR-G	831602
AT5G17370-TAIR-G	831603
AT5G17380-TAIR-G	831604
AT5G17390-TAIR-G	831605
AT5G17400-TAIR-G	831606
AT5G17410-TAIR-G	831607
AT5G17420-TAIR-G	831608
AT5G17430-TAIR-G	831609
AT5G17440-TAIR-G	831610
AT5G17450-TAIR-G	831611
AT5G17460-TAIR-G	831612
AT5G17470-TAIR-G	831613
AT5G17480-TAIR-G	831614
AT5G17490-TAIR-G	831615
AT5G17500-TAIR-G	831616
AT5G17510-TAIR-G	831617
AT5G17520-TAIR-G	831618
AT5G17523-TAIR-G	6241197
AT5G17530-TAIR-G	831619
AT5G17540-TAIR-G	831620
AT5G17550-TAIR-G	831621
AT5G17560-TAIR-G	831622
AT5G17570-TAIR-G	831623
AT5G17580-TAIR-G	831624
AT5G17590-TAIR-G	831625
AT5G17600-TAIR-G	831626
AT5G17610-TAIR-G	831627
AT5G17620-TAIR-G	831628
AT5G17630-TAIR-G	831629
AT5G17640-TAIR-G	831630
AT5G17650-TAIR-G	831631
AT5G17660-TAIR-G	831632
AT5G17670-TAIR-G	831633
AT5G17680-TAIR-G	831634
AT5G17690-TAIR-G	831635
AT5G17700-TAIR-G	831637
AT5G17710-TAIR-G	831638
AT5G17720-TAIR-G	831639
AT5G17730-TAIR-G	831641
AT5G17740-TAIR-G	831642
AT5G17750-TAIR-G	831643
AT5G17760-TAIR-G	831644
AT5G17770-TAIR-G	831645
AT5G17780-TAIR-G	831646
AT5G17790-TAIR-G	831647
AT5G17795-TAIR-G	6241392
AT5G17800-TAIR-G	831648
AT5G17810-TAIR-G	831649
AT5G17820-TAIR-G	831650
AT5G17830-TAIR-G	831651
AT5G17840-TAIR-G	831652
AT5G17847-TAIR-G	6240239
AT5G17850-TAIR-G	831653
AT5G17860-TAIR-G	831654
AT5G17870-TAIR-G	831655
AT5G17880-TAIR-G	831656
AT5G17890-TAIR-G	831657
AT5G17900-TAIR-G	831658
AT5G17910-TAIR-G	831659
AT5G17920-TAIR-G	831660
AT5G17930-TAIR-G	831661
AT5G17950-TAIR-G	831662
AT5G17960-TAIR-G	831663
AT5G17970-TAIR-G	831664
AT5G17980-TAIR-G	831665
AT5G17990-TAIR-G	831666
AT5G18000-TAIR-G	831667
AT5G18010-TAIR-G	831668
AT5G18020-TAIR-G	831669
AT5G18030-TAIR-G	831670
AT5G18037-TAIR-G	6241326
AT5G18040-TAIR-G	831925
AT5G18050-TAIR-G	830999
AT5G18060-TAIR-G	831310
AT5G18065-TAIR-G	831535
AT5G18070-TAIR-G	831926
AT5G18080-TAIR-G	830267
AT5G18090-TAIR-G	831636
AT5G18100-TAIR-G	831928
AT5G18110-TAIR-G	831929
AT5G18120-TAIR-G	831930
AT5G18130-TAIR-G	831931
AT5G18140-TAIR-G	831932
AT5G18150-TAIR-G	831933
AT5G18160-TAIR-G	831934
AT5G18170-TAIR-G	831935
AT5G18180-TAIR-G	831936
AT5G18190-TAIR-G	831937
AT5G18200-TAIR-G	831938
AT5G18210-TAIR-G	831939
AT5G18220-TAIR-G	831940
AT5G18230-TAIR-G	831941
AT5G18240-TAIR-G	831942
AT5G18250-TAIR-G	831943
AT5G18260-TAIR-G	831944
AT5G18270-TAIR-G	831945
AT5G18280-TAIR-G	831946
AT5G18290-TAIR-G	831947
AT5G18300-TAIR-G	831948
AT5G18310-TAIR-G	831949
AT5G18320-TAIR-G	831950
AT5G18330-TAIR-G	831951
AT5G18340-TAIR-G	831952
AT5G18350-TAIR-G	831953
AT5G18360-TAIR-G	831954
AT5G18362-TAIR-G	6240877
AT5G18370-TAIR-G	831955
AT5G18380-TAIR-G	831956
AT5G18390-TAIR-G	831957
AT5G18400-TAIR-G	831958
AT5G18403-TAIR-G	3770706
AT5G18404-TAIR-G	6240537
AT5G18407-TAIR-G	3770707
AT5G18410-TAIR-G	831959
AT5G18420-TAIR-G	831960
AT5G18430-TAIR-G	831961
AT5G18440-TAIR-G	831962
AT5G18450-TAIR-G	831963
AT5G18460-TAIR-G	831964
AT5G18470-TAIR-G	831965
AT5G18475-TAIR-G	2745987
AT5G18480-TAIR-G	831966
AT5G18490-TAIR-G	831967
AT5G18500-TAIR-G	831968
AT5G18510-TAIR-G	831969
AT5G18520-TAIR-G	831970
AT5G18525-TAIR-G	2745988
AT5G18540-TAIR-G	831972
AT5G18550-TAIR-G	831973
AT5G18560-TAIR-G	831974
AT5G18570-TAIR-G	831975
AT5G18580-TAIR-G	831976
AT5G18590-TAIR-G	831977
AT5G18600-TAIR-G	831978
AT5G18610-TAIR-G	831979
AT5G18620-TAIR-G	831980
AT5G18630-TAIR-G	831981
AT5G18636-TAIR-G	2745990
AT5G18640-TAIR-G	831982
AT5G18650-TAIR-G	831983
AT5G18660-TAIR-G	831984
AT5G18661-TAIR-G	6241033
AT5G18670-TAIR-G	831985
AT5G18680-TAIR-G	831986
AT5G18690-TAIR-G	831987
AT5G18700-TAIR-G	831988
AT5G18710-TAIR-G	831989
AT5G18720-TAIR-G	831990
AT5G18730-TAIR-G	831991
AT5G18740-TAIR-G	831992
AT5G18748-TAIR-G	6241062
AT5G18750-TAIR-G	831993
AT5G18760-TAIR-G	831994
AT5G18770-TAIR-G	831995
AT5G18780-TAIR-G	831996
AT5G18790-TAIR-G	819806
AT5G18790-TAIR-G	831997
AT5G18800-TAIR-G	831998
AT5G18810-TAIR-G	831999
AT5G18820-TAIR-G	832000
AT5G18830-TAIR-G	832001
AT5G18840-TAIR-G	832002
AT5G18850-TAIR-G	832003
AT5G18860-TAIR-G	832004
AT5G18870-TAIR-G	832005
AT5G18880-TAIR-G	832006
AT5G18890-TAIR-G	832007
AT5G18900-TAIR-G	832008
AT5G18910-TAIR-G	832009
AT5G18920-TAIR-G	832010
AT5G18930-TAIR-G	832011
AT5G18940-TAIR-G	832012
AT5G18950-TAIR-G	832013
AT5G18960-TAIR-G	832014
AT5G18970-TAIR-G	832015
AT5G18980-TAIR-G	832016
AT5G18990-TAIR-G	832017
AT5G19000-TAIR-G	832018
AT5G19010-TAIR-G	832019
AT5G19020-TAIR-G	832021
AT5G19030-TAIR-G	832022
AT5G19040-TAIR-G	832023
AT5G19050-TAIR-G	832024
AT5G19060-TAIR-G	832025
AT5G19070-TAIR-G	832026
AT5G19080-TAIR-G	832027
AT5G19090-TAIR-G	832028
AT5G19100-TAIR-G	832030
AT5G19110-TAIR-G	832031
AT5G19120-TAIR-G	832032
AT5G19130-TAIR-G	832033
AT5G19140-TAIR-G	832034
AT5G19150-TAIR-G	832035
AT5G19151-TAIR-G	6241041
AT5G19160-TAIR-G	832036
AT5G19170-TAIR-G	832037
AT5G19172-TAIR-G	3770620
AT5G19175-TAIR-G	3770621
AT5G19180-TAIR-G	832038
AT5G19190-TAIR-G	832039
AT5G19200-TAIR-G	832040
AT5G19210-TAIR-G	832041
AT5G19220-TAIR-G	832042
AT5G19230-TAIR-G	832043
AT5G19240-TAIR-G	832044
AT5G19250-TAIR-G	832045
AT5G19257-TAIR-G	6241193
AT5G19260-TAIR-G	832046
AT5G19270-TAIR-G	832047
AT5G19280-TAIR-G	832048
AT5G19290-TAIR-G	832049
AT5G19300-TAIR-G	832050
AT5G19310-TAIR-G	832051
AT5G19315-TAIR-G	3770682
AT5G19320-TAIR-G	832052
AT5G19330-TAIR-G	832053
AT5G19340-TAIR-G	832054
AT5G19350-TAIR-G	832055
AT5G19360-TAIR-G	832056
AT5G19370-TAIR-G	832057
AT5G19380-TAIR-G	832058
AT5G19390-TAIR-G	832059
AT5G19400-TAIR-G	832060
AT5G19410-TAIR-G	832061
AT5G19420-TAIR-G	832062
AT5G19430-TAIR-G	832063
AT5G19440-TAIR-G	832064
AT5G19450-TAIR-G	832065
AT5G19460-TAIR-G	832066
AT5G19470-TAIR-G	832067
AT5G19473-TAIR-G	3770676
AT5G19480-TAIR-G	832068
AT5G19485-TAIR-G	3770677
AT5G19490-TAIR-G	832069
AT5G19500-TAIR-G	832070
AT5G19510-TAIR-G	832071
AT5G19520-TAIR-G	832072
AT5G19530-TAIR-G	832073
AT5G19540-TAIR-G	832074
AT5G19550-TAIR-G	832075
AT5G19560-TAIR-G	832076
AT5G19570-TAIR-G	832077
AT5G19580-TAIR-G	832078
AT5G19590-TAIR-G	832079
AT5G19600-TAIR-G	832080
AT5G19610-TAIR-G	832081
AT5G19620-TAIR-G	832082
AT5G19630-TAIR-G	832083
AT5G19640-TAIR-G	832084
AT5G19650-TAIR-G	832085
AT5G19660-TAIR-G	832086
AT5G19670-TAIR-G	832087
AT5G19680-TAIR-G	832088
AT5G19690-TAIR-G	832089
AT5G19700-TAIR-G	832090
AT5G19710-TAIR-G	832091
AT5G19720-TAIR-G	832092
AT5G19729-TAIR-G	6240554
AT5G19730-TAIR-G	832093
AT5G19740-TAIR-G	832094
AT5G19750-TAIR-G	832095
AT5G19760-TAIR-G	832096
AT5G19770-TAIR-G	832097
AT5G19770-TAIR-G	832098
AT5G19780-TAIR-G	832097
AT5G19780-TAIR-G	832098
AT5G19790-TAIR-G	832099
AT5G19800-TAIR-G	832100
AT5G19810-TAIR-G	832101
AT5G19820-TAIR-G	832102
AT5G19830-TAIR-G	832103
AT5G19840-TAIR-G	832104
AT5G19850-TAIR-G	832105
AT5G19855-TAIR-G	832106
AT5G19860-TAIR-G	832107
AT5G19870-TAIR-G	832108
AT5G19875-TAIR-G	832109
AT5G19880-TAIR-G	832110
AT5G19890-TAIR-G	832111
AT5G19900-TAIR-G	832112
AT5G19910-TAIR-G	832113
AT5G19920-TAIR-G	832114
AT5G19930-TAIR-G	832115
AT5G19940-TAIR-G	832116
AT5G19950-TAIR-G	832117
AT5G19960-TAIR-G	832118
AT5G19970-TAIR-G	832119
AT5G19980-TAIR-G	832120
AT5G19990-TAIR-G	832121
AT5G20000-TAIR-G	832122
AT5G20010-TAIR-G	832123
AT5G20020-TAIR-G	832124
AT5G20030-TAIR-G	832125
AT5G20040-TAIR-G	832126
AT5G20045-TAIR-G	2745992
AT5G20050-TAIR-G	832127
AT5G20060-TAIR-G	832128
AT5G20070-TAIR-G	832129
AT5G20080-TAIR-G	832130
AT5G20090-TAIR-G	832131
AT5G20100-TAIR-G	832132
AT5G20110-TAIR-G	832133
AT5G20120-TAIR-G	832134
AT5G20130-TAIR-G	832135
AT5G20140-TAIR-G	832136
AT5G20150-TAIR-G	832137
AT5G20160-TAIR-G	832138
AT5G20165-TAIR-G	832139
AT5G20170-TAIR-G	832140
